species,observation_id,observation_url,photo_id,photo_url_original,licence,attribution,observer_login,observer_name,observed_on,place_guess,quality_grade,obscured,latitude,longitude,width,height,downloaded,file,size_obtained
Cyrtosperma johnstonii,207864290,https://www.inaturalist.org/observations/207864290,367721258,https://inaturalist-open-data.s3.amazonaws.com/photos/367721258/original.jpeg,cc-by-nc,"(c) bicyclherbe, some rights reserved (CC BY-NC)",bicyclherbe,,2024-04-18,"Nong Bon, Prawet, Bangkok 10250, Thaïlande",casual,False,13.6912345,100.6638298,1536,2048,yes,johnstonii/inat-207864290-367721258-bicyclherbe.jpg,original
Cyrtosperma johnstonii,207864290,https://www.inaturalist.org/observations/207864290,367721302,https://inaturalist-open-data.s3.amazonaws.com/photos/367721302/original.jpeg,cc-by-nc,"(c) bicyclherbe, some rights reserved (CC BY-NC)",bicyclherbe,,2024-04-18,"Nong Bon, Prawet, Bangkok 10250, Thaïlande",casual,False,13.6912345,100.6638298,1536,2048,yes,johnstonii/inat-207864290-367721302-bicyclherbe.jpg,original
Cyrtosperma johnstonii,215632761,https://www.inaturalist.org/observations/215632761,381262076,https://inaturalist-open-data.s3.amazonaws.com/photos/381262076/original.jpeg,cc-by-nc,"(c) linshengisaac, some rights reserved (CC BY-NC)",linshengisaac,,2024-05-14,"Tanglin, Singapore",casual,False,1.3194583333,103.8154166667,1536,2048,yes,johnstonii/inat-215632761-381262076-linshengisaac.jpg,original
Cyrtosperma,216149092,https://www.inaturalist.org/observations/216149092,382235455,https://inaturalist-open-data.s3.amazonaws.com/photos/382235455/original.jpeg,cc-by-nc,"(c) lunarjade, some rights reserved (CC BY-NC)",lunarjade,,2024-04-27,"VWCC+J3 Panti Forest, Gunung Panti Recreational Forest, 81900 Kota Tinggi, Johor, Malaysia",needs_id,False,1.8715526,103.9201874,1554,2048,yes,sp/inat-216149092-382235455-lunarjade.jpg,original
Cyrtosperma,220196613,https://www.inaturalist.org/observations/220196613,389832845,https://static.inaturalist.org/photos/389832845/original.jpeg,all rights reserved,"(c) anaxliyana, all rights reserved",anaxliyana,anaxliyana,,"Kemensah Heights, 68000 Ampang, Selangor, Malaysia",casual,False,3.2091920938,101.7575413361,1542,2048,yes,sp/inat-220196613-389832845-anaxliyana.jpg,original
Cyrtosperma,220196613,https://www.inaturalist.org/observations/220196613,389832888,https://static.inaturalist.org/photos/389832888/original.jpeg,all rights reserved,"(c) anaxliyana, all rights reserved",anaxliyana,anaxliyana,,"Kemensah Heights, 68000 Ampang, Selangor, Malaysia",casual,False,3.2091920938,101.7575413361,1542,2048,yes,sp/inat-220196613-389832888-anaxliyana.jpg,original
Cyrtosperma merkusii,229813565,https://www.inaturalist.org/observations/229813565,407979094,https://inaturalist-open-data.s3.amazonaws.com/photos/407979094/original.jpg,cc-by-nc,"(c) Kenneth R. Wood (NTBG), some rights reserved (CC BY-NC)",kenneth_r_wood,Kenneth R. Wood (NTBG),2009-03-24,"Kosrae, Micronesia",research,False,5.2991829,162.9696779,1371,2048,yes,merkusii/inat-229813565-407979094-kenneth-r-wood.jpg,original
Cyrtosperma merkusii,229813565,https://www.inaturalist.org/observations/229813565,407979110,https://inaturalist-open-data.s3.amazonaws.com/photos/407979110/original.jpg,cc-by-nc,"(c) Kenneth R. Wood (NTBG), some rights reserved (CC BY-NC)",kenneth_r_wood,Kenneth R. Wood (NTBG),2009-03-24,"Kosrae, Micronesia",research,False,5.2991829,162.9696779,1371,2048,yes,merkusii/inat-229813565-407979110-kenneth-r-wood.jpg,original
Cyrtosperma merkusii,229813565,https://www.inaturalist.org/observations/229813565,407979120,https://inaturalist-open-data.s3.amazonaws.com/photos/407979120/original.jpg,cc-by-nc,"(c) Kenneth R. Wood (NTBG), some rights reserved (CC BY-NC)",kenneth_r_wood,Kenneth R. Wood (NTBG),2009-03-24,"Kosrae, Micronesia",research,False,5.2991829,162.9696779,1371,2048,yes,merkusii/inat-229813565-407979120-kenneth-r-wood.jpg,original
Cyrtosperma merkusii,231022045,https://www.inaturalist.org/observations/231022045,410258601,https://static.inaturalist.org/photos/410258601/original.jpg,all rights reserved,"(c) Ferdian Wira Pratama, all rights reserved",ferdianwirapratama,Ferdian Wira Pratama,2024-07-18,"Kubu Raya Regency, West Kalimantan, Indonesia",research,False,-0.5883615423,109.6300777216,1536,2048,yes,merkusii/inat-231022045-410258601-ferdianwirapratama.jpg,original
Cyrtosperma merkusii,232653819,https://www.inaturalist.org/observations/232653819,413363847,https://static.inaturalist.org/photos/413363847/original.jpeg,all rights reserved,"(c) hsde66, all rights reserved",hsde66,,2024-07-28,"Borneo, Kabupaten Kotawaringin Barat, Central Kalimantan, ID",research,False,-2.819018326,111.8058240447,1536,2048,yes,merkusii/inat-232653819-413363847-hsde66.jpg,original
Cyrtosperma merkusii,245218911,https://www.inaturalist.org/observations/245218911,437545864,https://static.inaturalist.org/photos/437545864/original.jpeg,all rights reserved,"(c) Gray Watch, all rights reserved",hailingdu,Gray Watch,2024-10-02,"Water Lily Pond, 新加坡, SG, SG",research,False,1.2826062832,103.8667509613,1536,2048,yes,merkusii/inat-245218911-437545864-hailingdu.jpg,original
Cyrtosperma merkusii,245354495,https://www.inaturalist.org/observations/245354495,437811064,https://static.inaturalist.org/photos/437811064/original.jpeg,all rights reserved,"(c) Pelma Gallen, all rights reserved",pelma,Pelma Gallen,2024-10-03,FM,casual,False,6.9112107111,158.1599064825,1536,2048,yes,merkusii/inat-245354495-437811064-pelma.jpg,original
Cyrtosperma merkusii,245354495,https://www.inaturalist.org/observations/245354495,437811258,https://static.inaturalist.org/photos/437811258/original.jpeg,all rights reserved,"(c) Pelma Gallen, all rights reserved",pelma,Pelma Gallen,2024-10-03,FM,casual,False,6.9112107111,158.1599064825,1536,2048,yes,merkusii/inat-245354495-437811258-pelma.jpg,original
Cyrtosperma merkusii,245354495,https://www.inaturalist.org/observations/245354495,437811340,https://static.inaturalist.org/photos/437811340/original.jpeg,all rights reserved,"(c) Pelma Gallen, all rights reserved",pelma,Pelma Gallen,2024-10-03,FM,casual,False,6.9112107111,158.1599064825,1536,2048,yes,merkusii/inat-245354495-437811340-pelma.jpg,original
Cyrtosperma merkusii,245490195,https://www.inaturalist.org/observations/245490195,440240475,https://static.inaturalist.org/photos/440240475/original.jpeg,all rights reserved,"(c) Kerry Hawley, all rights reserved",kayzee-hawley2004,Kerry Hawley,2024-10-04,"Kitti, Pohnpei, Micronesia",casual,False,6.9057916499,158.1640810892,1153,2048,yes,merkusii/inat-245490195-440240475-kayzee-hawley2004.jpg,original
Cyrtosperma merkusii,245875549,https://www.inaturalist.org/observations/245875549,438833273,https://inaturalist-open-data.s3.amazonaws.com/photos/438833273/original.jpeg,cc-by-nc,"(c) racharley, some rights reserved (CC BY-NC)",racharley,,2024-10-06,FM,casual,False,6.8361966667,158.1742866667,1536,2048,yes,merkusii/inat-245875549-438833273-racharley.jpg,original
Cyrtosperma merkusii,245875549,https://www.inaturalist.org/observations/245875549,438833460,https://inaturalist-open-data.s3.amazonaws.com/photos/438833460/original.jpeg,cc-by-nc,"(c) racharley, some rights reserved (CC BY-NC)",racharley,,2024-10-06,FM,casual,False,6.8361966667,158.1742866667,1536,2048,yes,merkusii/inat-245875549-438833460-racharley.jpg,original
Cyrtosperma johnstonii,246644763,https://www.inaturalist.org/observations/246644763,440334719,https://static.inaturalist.org/photos/440334719/original.jpeg,all rights reserved,"(c) Stephanie Geborde, all rights reserved",stephanie64624,Stephanie Geborde,2024-10-03,"Brooklyn, NY, USA",casual,False,40.6658361111,-73.9619,805,1934,yes,johnstonii/inat-246644763-440334719-stephanie64624.jpg,original
Cyrtosperma johnstonii,247506296,https://www.inaturalist.org/observations/247506296,442055282,https://inaturalist-open-data.s3.amazonaws.com/photos/442055282/original.jpeg,cc-by-nc,"(c) legolas1, some rights reserved (CC BY-NC)",legolas1,,2024-10-06,"Queenstown, Singapur",casual,False,1.2793587742,103.7981188546,1536,2048,yes,johnstonii/inat-247506296-442055282-legolas1.jpg,original
Cyrtosperma johnstonii,247506296,https://www.inaturalist.org/observations/247506296,442055445,https://inaturalist-open-data.s3.amazonaws.com/photos/442055445/original.jpeg,cc-by-nc,"(c) legolas1, some rights reserved (CC BY-NC)",legolas1,,2024-10-06,"Queenstown, Singapur",casual,False,1.2793587742,103.7981188546,1536,2048,yes,johnstonii/inat-247506296-442055445-legolas1.jpg,original
Cyrtosperma merkusii,252462960,https://www.inaturalist.org/observations/252462960,451946993,https://inaturalist-open-data.s3.amazonaws.com/photos/451946993/original.jpeg,cc-by-nc,"(c) Bayan Izzani, some rights reserved (CC BY-NC)",bayanizzani,Bayan Izzani,2024-11-20,"Cimenyan, Bandung Regency, West Java, Indonesia",casual,False,-6.8682751451,107.6394548171,2048,1536,yes,merkusii/inat-252462960-451946993-bayanizzani.jpg,original
Cyrtosperma merkusii,252883649,https://www.inaturalist.org/observations/252883649,452739915,https://inaturalist-open-data.s3.amazonaws.com/photos/452739915/original.jpeg,cc-by-nc,"(c) Peri Lee Pipkin, some rights reserved (CC BY-NC)",wildgifts,Peri Lee Pipkin,2024-11-23,"Central Catchment, North, SG",research,False,1.3556722222,103.8075722222,1542,2048,yes,merkusii/inat-252883649-452739915-wildgifts.jpg,original
Cyrtosperma merkusii,252883649,https://www.inaturalist.org/observations/252883649,452739952,https://inaturalist-open-data.s3.amazonaws.com/photos/452739952/original.jpeg,cc-by-nc,"(c) Peri Lee Pipkin, some rights reserved (CC BY-NC)",wildgifts,Peri Lee Pipkin,2024-11-23,"Central Catchment, North, SG",research,False,1.3556722222,103.8075722222,1542,2048,yes,merkusii/inat-252883649-452739952-wildgifts.jpg,original
Cyrtosperma merkusii,252883649,https://www.inaturalist.org/observations/252883649,452739985,https://inaturalist-open-data.s3.amazonaws.com/photos/452739985/original.jpeg,cc-by-nc,"(c) Peri Lee Pipkin, some rights reserved (CC BY-NC)",wildgifts,Peri Lee Pipkin,2024-11-23,"Central Catchment, North, SG",research,False,1.3556722222,103.8075722222,2048,1542,yes,merkusii/inat-252883649-452739985-wildgifts.jpg,original
Cyrtosperma johnstonii,253165689,https://www.inaturalist.org/observations/253165689,453258827,https://inaturalist-open-data.s3.amazonaws.com/photos/453258827/original.jpeg,cc-by-nc,"(c) Bayan Izzani, some rights reserved (CC BY-NC)",bayanizzani,Bayan Izzani,2024-11-26,"Bogor, Kp. Parung Jambu, Bogor City, West Java, Indonesia",casual,False,-6.601420882,106.8007380941,1536,2048,yes,johnstonii/inat-253165689-453258827-bayanizzani.jpg,original
Cyrtosperma cuspidispathum,253166137,https://www.inaturalist.org/observations/253166137,453259574,https://inaturalist-open-data.s3.amazonaws.com/photos/453259574/original.jpeg,cc-by-nc,"(c) Bayan Izzani, some rights reserved (CC BY-NC)",bayanizzani,Bayan Izzani,2024-11-26,"Bogor, Kp. Parung Jambu, Bogor City, West Java, Indonesia",casual,False,-6.6018980556,106.7978313889,1536,2048,yes,cuspidispathum/inat-253166137-453259574-bayanizzani.jpg,original
Cyrtosperma cuspidispathum,253166137,https://www.inaturalist.org/observations/253166137,453259581,https://inaturalist-open-data.s3.amazonaws.com/photos/453259581/original.jpeg,cc-by-nc,"(c) Bayan Izzani, some rights reserved (CC BY-NC)",bayanizzani,Bayan Izzani,2024-11-26,"Bogor, Kp. Parung Jambu, Bogor City, West Java, Indonesia",casual,False,-6.6018980556,106.7978313889,1536,2048,yes,cuspidispathum/inat-253166137-453259581-bayanizzani.jpg,original
Cyrtosperma cuspidispathum,253166137,https://www.inaturalist.org/observations/253166137,453259583,https://inaturalist-open-data.s3.amazonaws.com/photos/453259583/original.jpeg,cc-by-nc,"(c) Bayan Izzani, some rights reserved (CC BY-NC)",bayanizzani,Bayan Izzani,2024-11-26,"Bogor, Kp. Parung Jambu, Bogor City, West Java, Indonesia",casual,False,-6.6018980556,106.7978313889,1536,2048,yes,cuspidispathum/inat-253166137-453259583-bayanizzani.jpg,original
Cyrtosperma johnstonii,253905166,https://www.inaturalist.org/observations/253905166,454692074,https://static.inaturalist.org/photos/454692074/original.jpeg,all rights reserved,"(c) Pritish Appadoo, all rights reserved",pritapp,Pritish Appadoo,2024-11-22,"Tropical Spice Garden | Events Venue | Cooking Classes | Spice Store, Lot 595 Mukim, 2, Jalan Teluk Bahang, Teluk Bahang, 11050 George Town, Pulau Pinang, Malaysia",research,False,5.4634881,100.2293398,1633,2048,yes,johnstonii/inat-253905166-454692074-pritapp.jpg,original
Cyrtosperma merkusii,254653003,https://www.inaturalist.org/observations/254653003,456175720,https://static.inaturalist.org/photos/456175720/original.jpeg,all rights reserved,"(c) Kerry Hawley, all rights reserved",kayzee-hawley2004,Kerry Hawley,,"Kitti, Pohnpei, Micronesia",casual,False,6.905473784,158.1637645885,1153,2048,yes,merkusii/inat-254653003-456175720-kayzee-hawley2004.jpg,original
Cyrtosperma merkusii,256255147,https://www.inaturalist.org/observations/256255147,459408927,https://inaturalist-open-data.s3.amazonaws.com/photos/459408927/original.jpg,cc-by-nc,"(c) tkp123, some rights reserved (CC BY-NC)",tkp123,,2024-06-09,,research,True,1.2030280187,103.9496682274,2048,1365,yes,merkusii/inat-256255147-459408927-tkp123.jpg,original
Cyrtosperma merkusii,256255147,https://www.inaturalist.org/observations/256255147,459408920,https://inaturalist-open-data.s3.amazonaws.com/photos/459408920/original.jpg,cc-by-nc,"(c) tkp123, some rights reserved (CC BY-NC)",tkp123,,2024-06-09,,research,True,1.2030280187,103.9496682274,2048,1365,yes,merkusii/inat-256255147-459408920-tkp123.jpg,original
Cyrtosperma merkusii,257475144,https://www.inaturalist.org/observations/257475144,461889197,https://static.inaturalist.org/photos/461889197/original.jpeg,all rights reserved,"(c) anaxliyana, all rights reserved",anaxliyana,anaxliyana,2025-01-05,"D3-05-12, Block D Tamarind Square, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia",needs_id,False,2.9203127,101.6362087,921,2048,yes,merkusii/inat-257475144-461889197-anaxliyana.jpg,original
Cyrtosperma merkusii,257475144,https://www.inaturalist.org/observations/257475144,461889218,https://static.inaturalist.org/photos/461889218/original.jpeg,all rights reserved,"(c) anaxliyana, all rights reserved",anaxliyana,anaxliyana,2025-01-05,"D3-05-12, Block D Tamarind Square, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia",needs_id,False,2.9203127,101.6362087,921,2048,yes,merkusii/inat-257475144-461889218-anaxliyana.jpg,original
Cyrtosperma,258647656,https://www.inaturalist.org/observations/258647656,464111678,https://inaturalist-open-data.s3.amazonaws.com/photos/464111678/original.jpeg,cc-by,"(c) Fabricio Carvalho da Silva, some rights reserved (CC BY)",fabriciocs,Fabricio Carvalho da Silva,2025-01-15,Jardim Botânico do Rio de Janeiro,needs_id,False,-22.9705195399,-43.2234207541,1536,2048,yes,sp/inat-258647656-464111678-fabriciocs.jpg,original
Cyrtosperma,258647656,https://www.inaturalist.org/observations/258647656,464111710,https://inaturalist-open-data.s3.amazonaws.com/photos/464111710/original.jpeg,cc-by,"(c) Fabricio Carvalho da Silva, some rights reserved (CC BY)",fabriciocs,Fabricio Carvalho da Silva,2025-01-15,Jardim Botânico do Rio de Janeiro,needs_id,False,-22.9705195399,-43.2234207541,1536,2048,yes,sp/inat-258647656-464111710-fabriciocs.jpg,original
Cyrtosperma,258647656,https://www.inaturalist.org/observations/258647656,464111690,https://inaturalist-open-data.s3.amazonaws.com/photos/464111690/original.jpeg,cc-by,"(c) Fabricio Carvalho da Silva, some rights reserved (CC BY)",fabriciocs,Fabricio Carvalho da Silva,2025-01-15,Jardim Botânico do Rio de Janeiro,needs_id,False,-22.9705195399,-43.2234207541,1536,2048,yes,sp/inat-258647656-464111690-fabriciocs.jpg,original
Cyrtosperma,258647656,https://www.inaturalist.org/observations/258647656,464111718,https://inaturalist-open-data.s3.amazonaws.com/photos/464111718/original.jpeg,cc-by,"(c) Fabricio Carvalho da Silva, some rights reserved (CC BY)",fabriciocs,Fabricio Carvalho da Silva,2025-01-15,Jardim Botânico do Rio de Janeiro,needs_id,False,-22.9705195399,-43.2234207541,1536,2048,yes,sp/inat-258647656-464111718-fabriciocs.jpg,original
Cyrtosperma merkusii,258796067,https://www.inaturalist.org/observations/258796067,464409807,https://static.inaturalist.org/photos/464409807/original.jpg,all rights reserved,"(c) David Tng, all rights reserved",davidtng,David Tng,2020-05-15,"Cairns QLD, Australia",needs_id,False,-16.9058333333,145.7455555556,1536,2048,yes,merkusii/inat-258796067-464409807-davidtng.jpg,original
Cyrtosperma merkusii,258796067,https://www.inaturalist.org/observations/258796067,464409829,https://static.inaturalist.org/photos/464409829/original.jpg,all rights reserved,"(c) David Tng, all rights reserved",davidtng,David Tng,2020-05-15,"Cairns QLD, Australia",needs_id,False,-16.9058333333,145.7455555556,1536,2048,yes,merkusii/inat-258796067-464409829-davidtng.jpg,original
Cyrtosperma merkusii,258796067,https://www.inaturalist.org/observations/258796067,464409839,https://static.inaturalist.org/photos/464409839/original.jpg,all rights reserved,"(c) David Tng, all rights reserved",davidtng,David Tng,2020-05-15,"Cairns QLD, Australia",needs_id,False,-16.9058333333,145.7455555556,1536,2048,yes,merkusii/inat-258796067-464409839-davidtng.jpg,original
